Sample Rate,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duration,813.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Segment,Session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beacon Markers,84.7,159.948,232.269,303.252,372.743,442.36,511.191,581.397,649.906,734.443,813.994,,,,,,,,,,,,,,,,,,,,,,,,,,,
Segment Times,01:24.7,01:15.2,01:12.3,01:11.0,01:09.5,01:09.6,01:08.8,01:10.2,01:08.5,01:24.5,01:19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,GPS Speed,GPS Nsat,GPS LatAcc,GPS LonAcc,GPS Slope,GPS Heading,GPS Gyro,GPS Altitude,GPS PosAccuracy,GPS SpdAccuracy,GPS Radius,GPS Latitude,GPS Longitude,LoggerTemp,Battery,Predictive Time,#NAME?,Engine RPM,Speed,Gear,Water Temp,Head Temp,Exhaust Temp,Oil Temp,Oil Press,Brake Press,Throttle Pos,Brake Pos,Clutch Pos,Steering Pos,Lambda,Lateral Acc,Inline Acc,Fuel Level,Battery Voltage,Vertical Acc,Distance on GPS Speed,Distance on Vehicle Speed
s,km/h, ,g,g,deg,deg,deg/s,m,mm,km/h,m,deg,deg,°C,V, , ,rpm,km/h,gear,°C,°C,°C,°C,bar,bar,%,%,%,deg,lambda,g,g,%,V,g,m,m
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.2,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,54.8584,54.8333
4.25,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,55.5115,55.4861
4.3,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,56.1645,56.1389
4.35,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,56.8176,56.7917
4.4,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,57.4707,57.4444
4.45,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,58.1238,58.0972
4.5,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,58.7768,58.75
4.55,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,59.4299,59.4028
4.6,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,60.083,60.0556
4.65,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,60.7361,60.7083
4.7,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,61.3891,61.3611
4.75,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,62.0422,62.0139
4.8,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,62.6953,62.6667
4.85,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,63.3484,63.3194
4.9,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,64.0014,63.9722
4.95,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,64.6545,64.625
5,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,65.3076,65.2778
5.05,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,65.9607,65.9306
5.1,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,66.6137,66.5833
5.15,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,67.2668,67.2361
5.2,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,67.9199,67.8889
5.25,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,68.573,68.5417
5.3,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,69.2261,69.1944
5.35,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,69.8791,69.8472
5.4,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,70.5322,70.5
5.45,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,71.1853,71.1528
5.5,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,71.8384,71.8056
5.55,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,72.4914,72.4583
5.6,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,73.1445,73.1111
5.65,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,73.7976,73.7639
5.7,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,74.4507,74.4167
5.75,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,75.1037,75.0694
5.8,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,75.7568,75.7222
5.85,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,76.4099,76.375
5.9,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,77.063,77.0278
5.95,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,77.716,77.6806
6,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,78.3691,78.3333
6.05,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,79.0222,78.9861
6.1,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,79.6753,79.6389
6.15,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,80.3283,80.2917
6.2,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,80.9814,80.9444
6.25,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,81.6345,81.5972
6.3,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,82.2876,82.25
6.35,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,82.9407,82.9028
6.4,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,83.5937,83.5556
6.45,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,84.2468,84.2083
6.5,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,84.8999,84.8611
6.55,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,85.553,85.5139
6.6,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,86.206,86.1667
6.65,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,86.8591,86.8194
6.7,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,87.5122,87.4722
6.75,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,88.1653,88.125
6.8,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,88.8183,88.7778
6.85,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,89.4714,89.4306
6.9,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,90.1245,90.0833
6.95,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,90.7776,90.7361
7,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,91.4306,91.3889
7.05,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,92.0837,92.0417
7.1,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,92.7368,92.6944
7.15,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,93.3899,93.3472
7.2,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,94.0429,94
7.25,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,94.696,94.6528
7.3,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,95.3491,95.3056
7.35,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,96.0022,95.9583
7.4,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,96.6552,96.6111
7.45,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,97.3083,97.2639
7.5,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,97.9614,97.9167
7.55,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,98.6145,98.5694
7.6,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,99.2675,99.2222
7.65,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,99.9206,99.875
7.7,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,100.5737,100.5278
7.75,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,101.2268,101.1806
7.8,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,101.8799,101.8333
7.85,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,102.5329,102.4861
7.9,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,103.186,103.1389
7.95,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,103.8391,103.7917
8,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,104.4922,104.4444
8.05,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,105.1452,105.0972
8.1,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,105.7983,105.75
8.15,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,106.4514,106.4028
8.2,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,107.1045,107.0556
8.25,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,107.7575,107.7083
8.3,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,108.4106,108.3611
8.35,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,109.0637,109.0139
8.4,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,109.7168,109.6667
8.45,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,110.3698,110.3194
8.5,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,111.0229,110.9722
8.55,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,111.676,111.625
8.6,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,112.3291,112.2778
8.65,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,112.9821,112.9306
8.7,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,113.6352,113.5833
8.75,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,114.2883,114.2361
8.8,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,114.9414,114.8889
8.85,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,115.5945,115.5417
8.9,47.0215,9,0,0,0.5793,-100.3536,0,326.4648,5,0.13,10000,10.90056379,77.04959373,37.0857,3.8181,72321,0,3374,47,1,65.8,39.9,39.9,59,4.66,-0.28,98,-1,0,-3,0,-0.31,-0.47,0,12.3,0,116.2475,116.1944
